cluster	gene	avg_log2FC	p_val_adj	pct.1	pct.2	pct.diff	n_responders	n_nonresponders	p_val	P1	P2	P3	P4	P5	P6	P7	P8	P9
B	CD52	1.2195995092618817	9.110624847978168e-4	0.761	0.451	0.31	0	1	2.7165080946920417e-8	NA	NA	NA	NA	NA	NA	1.1258088910082078	NA	NA
B	RPL30	0.5331356402998599	5.247082986918941e-4	0.994	0.989	0.005	0	1	1.5645187509448805e-8	NA	NA	NA	NA	NA	NA	0.3646045324645488	NA	NA
B	BANK1	1.169289731355611	0.00204351820343835	0.613	0.286	0.327	NA	NA	6.0931427140508e-8	NA	NA	NA	NA	NA	NA	NA	NA	NA
B	CD48	1.2793046888851447	1.7920001684556332e-4	0.638	0.33	0.308	NA	NA	5.3431932985140245e-9	NA	NA	NA	NA	NA	NA	NA	NA	NA
B	ZFP36L1	0.9581522297308352	0.0085861402041267	0.73	0.429	0.301	NA	NA	2.5601229065915386e-7	NA	NA	NA	NA	NA	NA	NA	NA	NA
B	PTPN1	1.1303572632700944	0.01024252471047085	0.571	0.286	0.285	NA	NA	3.054005817422285e-7	NA	NA	NA	NA	NA	NA	NA	NA	NA
CTLem	GYPC	0.8780943269487989	5.23505887405065e-6	0.648	0.512	0.136	6	1	1.560933530338914e-10	0.7747876149726702	1.0317279085400115	0.6279937198010483	0.8388472003642617	0.5876211923760586	0.6498339290312527	NA	NA	0.32942073785001624
CTLem	SMAP2	1.1868165152390993	4.523572761120448e-17	0.743	0.493	0.25	5	1	1.3487902561632915e-21	1.9930448785071893	1.734770728896849	0.6545549209779813	1.0986605045193922	NA	1.060636007800619	NA	NA	0.2076413526231959
CTLem	TSC22D3	1.213228342328877	3.2910100448305693e-9	0.763	0.651	0.112	5	1	9.812779667334276e-14	2.5886294553290794	1.2261370413716612	0.7276022868498606	0.868725671236716	NA	0.6244970123938325	NA	0.2727429876234724	NA
CTLem	NEAT1	0.6876021228999982	1.916972320029924e-8	0.949	0.885	0.06399999999999995	5	0	5.715821814150885e-13	1.3421374913418154	1.43439727408476	NA	0.9163641572286964	0.5426914585466069	1.2199626413310756	NA	NA	NA
CTLem	PIK3IP1	0.7578428854683705	2.529906506440942e-7	0.545	0.344	0.20100000000000007	4	0	7.543403024750855e-12	1.7137857189247736	0.6279340003713401	NA	0.6404915534376887	0.4580954018629133	NA	NA	NA	NA
CTLem	DDIT4	0.892891305235429	3.3839341747807585e-6	0.604	0.431	0.173	4	2	1.0089850840183548e-10	1.3120608276043195	0.5194419240423171	0.4767574285552785	0.7549919114482639	NA	NA	NA	0.4842741336775953	0.3545921243754325
CTLem	ZFP36L2	1.0396418004274772	2.0197262066254597e-19	0.954	0.88	0.07399999999999995	4	0	6.022202297768082e-24	1.8783362258171776	0.9927132099594962	NA	0.6940963491033258	0.8469708392351714	NA	NA	NA	NA
CTLem	RPL15	0.3723295036095955	1.1428376801075349e-8	0.997	0.99	0.007	4	2	3.4075904350513884e-13	0.32866869850184877	0.4971480167919351	NA	0.3812680129543127	0.3905757568308754	NA	0.5066674689168282	0.2933658095280123	NA
CTLem	RPL18	0.3649462773716552	1.2944301929070436e-9	1	0.995	0.005	4	2	3.85959267966797e-14	0.2676744668509832	0.583771668975551	NA	0.4072787194238208	0.24780505252953589	NA	0.3314211323166054	0.1675273845785039	NA
CTLem	RACK1	0.33722897599164536	1.444445636350445e-5	0.993	0.99	0.003	4	1	4.306892588557591e-10	0.504763044335268	0.539648628229279	NA	0.4230399509866984	0.40736156428576153	NA	0.26382171412928557	NA	NA
CTLem	MT-CYB	0.40083683240865575	2.3302294688722024e-4	0.998	1	-0.002	4	0	6.948027517658186e-9	1.030121159781463	0.9932757783918786	NA	0.30969840823762684	0.4329037773181206	NA	NA	NA	NA
CTLem	BTG1	0.5017116741326308	3.7714808062159283e-8	0.982	0.995	-0.01300000000000001	4	0	1.1245395689116608e-12	0.6574341310365721	0.6283611250082402	NA	NA	0.4326449065339979	0.27979468832113064	NA	NA	NA
CTLem	FKBP5	1.1397303162106514	6.520572419467172e-11	0.614	0.378	0.236	3	1	1.944234128292436e-15	1.7574917094482316	1.3846484961160117	NA	0.948024771234421	NA	NA	NA	NA	0.23584258077386788
CTLem	TXNIP	1.7463082175895877	1.2167599352225281e-12	0.743	0.603	0.14	3	0	3.6280038619551804e-17	3.0848608680400664	3.113305487123002	NA	0.9073316640846452	NA	NA	NA	NA	NA
CTLem	CNOT6L	0.5877233298163491	0.00108021818304744	0.692	0.612	0.07999999999999996	3	0	3.2208783560362694e-8	0.9727667603212132	0.5099064019532613	NA	0.7546587852121334	NA	NA	NA	NA	NA
CTLem	HLA-E	0.5645050985142372	1.4540032100032475e-9	0.912	0.837	0.07500000000000007	3	0	4.335390333362895e-14	0.8402026086150118	NA	NA	0.40393966152503413	1.0636987596683598	NA	NA	NA	NA
CTLem	IKZF1	0.5031044054060891	0.00717278495769918	0.746	0.684	0.06199999999999994	3	1	2.138703845697175e-7	1.2047027216995203	0.5820479399655918	NA	0.7247713337483574	NA	NA	NA	NA	0.3010773400774114
CTLem	IL7R	0.9128323953189073	4.5463278628271014e-17	0.951	0.914	0.03699999999999992	3	0	1.355575127564882e-21	0.7695462204328756	0.878161788621262	NA	1.0849563588759583	NA	NA	NA	NA	NA
CTLem	ZFAS1	0.5035094141306384	0.00243597264641167	0.861	0.828	0.03300000000000003	3	1	7.26332114739004e-8	0.7842709213514163	1.089065063573846	0.5407233315250428	NA	NA	NA	0.3429879088663186	NA	NA
CTLem	RPS9	0.3492910041371564	9.298760920421071e-6	0.997	0.99	0.007	3	2	2.772604484590933e-10	NA	0.5672323904737713	NA	0.3560036956206343	0.5852058077532147	NA	0.33170803218133216	0.15717523000006217	NA
CTLem	RPS2	0.4044815397522603	2.682263209429791e-10	1	1	0	3	2	7.997683849453726e-15	NA	0.6610968815084766	NA	0.5527603290851832	0.5191938204580575	NA	0.33690451134587196	0.1890469589666788	NA
CTLem	RPL3	0.44435480895664536	2.540270793166018e-9	0.99	0.99	0	3	1	7.574306139799683e-14	NA	0.5992186446610832	NA	0.6357677789547491	0.5657250904580824	NA	0.3478555916539863	NA	NA
CTLem	RPL10	0.28082517083436986	1.212146356388992e-4	1	1	0	3	2	3.614247588970696e-9	NA	0.3593697751787053	NA	0.22106540060126267	0.3686636415765161	NA	0.37091473064108627	0.32745205141098754	NA
CTLem	RPS4X	0.26146722808903444	1.1339154271215e-4	0.993	0.995	-0.002	3	1	3.380987021055221e-9	NA	0.3892524844316112	NA	0.21314286410930716	0.24828453336946943	NA	0.17646147056246075	NA	NA
CTLem	MT-CO3	0.4669781750274779	6.680630757506961e-4	0.998	1	-0.002	3	1	1.9919586014392512e-8	0.8979078920635972	1.1076102689581386	NA	0.2809343636127064	NA	NA	0.40795061739857985	NA	NA
CTLem	RPS16	0.35165204087356106	0.0267119120999628	0.998	1	-0.002	3	2	7.964670552794682e-7	NA	0.4581533317701689	NA	0.4448617909308003	0.48423024144555527	NA	0.3860420158872442	0.19442561617562415	NA
CTLem	GIMAP1	0.6613657226765768	2.2633192901522015e-5	0.574	0.368	0.20599999999999996	2	1	6.748521945709944e-10	NA	NA	NA	0.9027533864170652	0.4610972413209308	NA	0.3804030086856278	NA	NA
CTLem	SMCHD1	0.866536953636635	8.629309138880001e-7	0.627	0.445	0.182	2	1	2.572994555095713e-11	NA	1.0219821655704873	NA	NA	0.44293494489953833	NA	NA	NA	0.18657187357867389
CTLem	GABPB1-AS1	0.6535137371071043	0.00757465958012999	0.404	0.225	0.17900000000000002	2	0	2.258530496788715e-7	1.349199161642762	0.9179157238488852	NA	NA	NA	NA	NA	NA	NA
CTLem	NSD3	0.5699844289582798	0.00407632616625714	0.529	0.373	0.15600000000000003	2	1	1.2154350784951828e-7	0.6468895817788209	NA	NA	NA	0.722586164900352	NA	NA	NA	0.3999423235858033
CTLem	GIMAP7	0.5251065302224065	5.815292284018963e-4	0.75	0.627	0.123	2	0	1.7339412857114207e-8	NA	NA	NA	1.1238007965608507	0.6876037687314975	NA	NA	NA	NA
CTLem	ISG20	0.6417859495746225	5.856193625808214e-4	0.72	0.622	0.09799999999999998	2	1	1.7461368077429225e-8	0.5884083616188425	NA	NA	1.272339272025904	NA	NA	0.7879074007834965	NA	NA
CTLem	ACAP1	0.49994544293453047	0.04994216986154604	0.591	0.498	0.09299999999999996	2	0	1.4891218874573929e-6	0.9407504413011188	NA	NA	NA	NA	0.4764432094702785	NA	NA	NA
CTLem	RPL8	0.2609037345063161	0.02498498009920474	0.998	0.995	0.003	2	1	7.449752549109889e-7	NA	0.3811828502022898	NA	NA	0.3202865388687881	NA	0.21597901371613792	NA	NA
CTLem	RPL13	0.24131554004094904	0.01405692483172801	1	1	0	2	1	4.1913426059180674e-7	NA	0.512598585105934	NA	0.34832272333442926	NA	NA	0.3506804340565708	NA	NA
CTLem	RPL5	0.3573264935646665	3.173683506520123e-4	0.985	0.986	-0.001	2	0	9.462948018725395e-9	NA	0.4596696379359697	NA	NA	0.39831866758954826	NA	NA	NA	NA
CTLem	NBEAL1	0.5577948327678592	0.00827687506169729	0.375	0.201	0.174	1	0	2.467909553848557e-7	NA	NA	NA	NA	1.514479677888547	NA	NA	NA	NA
CTLem	AL136454.1	0.5248846633767812	0.00149403754021806	0.18	0.029	0.151	1	0	4.4547603918482465e-8	NA	NA	NA	NA	1.0769381287658333	NA	NA	NA	NA
CTLem	HERPUD1	0.5792967352638816	0.00975856060707498	0.602	0.488	0.114	1	1	2.909702608108707e-7	1.2323678749042168	NA	NA	NA	NA	NA	NA	NA	0.2367565721539142
CTLem	CXCR4	0.4467562120184425	1.9245878091070503e-4	0.961	0.947	0.01400000000000001	1	0	5.738528860120014e-9	0.8770930572800646	NA	NA	NA	NA	NA	NA	NA	NA
CTLem	AREG	0.9081408457804556	0.01061213775247305	0.159	0.024	0.135	NA	NA	3.164213057568446e-7	NA	NA	NA	NA	NA	NA	NA	NA	NA
CTLex	GYPC	0.5720580660594394	3.9887617970028034e-8	0.626	0.531	0.09499999999999996	6	1	1.1893260769881338e-12	0.7747876149726702	1.0317279085400115	0.6279937198010483	0.8388472003642617	0.5876211923760586	0.6498339290312527	NA	NA	0.32942073785001624
CTLex	SMAP2	1.1436844685703278	1.347463648677496e-27	0.591	0.375	0.21599999999999997	5	1	4.0177221321411416e-32	1.9930448785071893	1.734770728896849	0.6545549209779813	1.0986605045193922	NA	1.060636007800619	NA	NA	0.2076413526231959
CTLex	TSC22D3	0.9928986539336432	4.674465906939647e-16	0.613	0.461	0.15199999999999997	5	1	1.3937819509033476e-20	2.5886294553290794	1.2261370413716612	0.7276022868498606	0.868725671236716	NA	0.6244970123938325	NA	0.2727429876234724	NA
CTLex	NEAT1	0.8434866699371888	3.2103953931919484e-29	0.91	0.763	0.14700000000000002	5	0	9.57241157252057e-34	1.3421374913418154	1.43439727408476	NA	0.9163641572286964	0.5426914585466069	1.2199626413310756	NA	NA	NA
CTLex	EEF2	0.31180954491046764	0.02486268667710597	0.696	0.671	0.02499999999999991	5	1	7.413288412280392e-7	0.6442889018221742	0.6747280843116701	NA	0.4025565263707236	0.4191939213600904	0.4155496100505258	NA	NA	0.2375119767906209
CTLex	NPM1	0.2886494860707871	0.04155264411688956	0.855	0.873	-0.01800000000000001	5	1	1.2389720352104945e-6	0.6478697666074527	0.49667620540152146	0.7204078969941663	0.407810766713578	0.643976145036421	NA	NA	0.1705501719189786	NA
CTLex	DDIT4	0.6806201031813122	5.508330707710734e-5	0.332	0.211	0.12100000000000002	4	2	1.6424147855300654e-9	1.3120608276043195	0.5194419240423171	0.4767574285552785	0.7549919114482639	NA	NA	NA	0.4842741336775953	0.3545921243754325
CTLex	ZFP36L2	1.0452991170199248	5.710456116232778e-39	0.857	0.743	0.114	4	0	1.7026823651478255e-43	1.8783362258171776	0.9927132099594962	NA	0.6940963491033258	0.8469708392351714	NA	NA	NA	NA
CTLex	SLC1A4	0.54294711497966	0.00115607287730937	0.25	0.14	0.11	4	1	3.4470537220745964e-8	1.366241589786167	NA	0.5247923913474626	0.7898435686650123	NA	0.858980482982052	NA	NA	0.28096864803271226
CTLex	BTG1	0.39710589100111093	4.5182488535206e-9	0.978	0.971	0.007	4	0	1.3472028306758305e-13	0.6574341310365721	0.6283611250082402	NA	NA	0.4326449065339979	0.27979468832113064	NA	NA	NA
CTLex	RACK1	0.2611574623318451	5.806723961689433e-8	0.989	0.989	0	4	1	1.7313864755469713e-12	0.504763044335268	0.539648628229279	NA	0.4230399509866984	0.40736156428576153	NA	0.26382171412928557	NA	NA
CTLex	RPL18	0.27105964476946376	2.895904627705797e-12	0.999	1	-0.001	4	2	8.634696844492209e-17	0.2676744668509832	0.583771668975551	NA	0.4072787194238208	0.24780505252953589	NA	0.3314211323166054	0.1675273845785039	NA
CTLex	RPL15	0.2978686611260253	5.170172867933961e-15	0.996	0.998	-0.002	4	2	1.5415865191525914e-19	0.32866869850184877	0.4971480167919351	NA	0.3812680129543127	0.3905757568308754	NA	0.5066674689168282	0.2933658095280123	NA
CTLex	MT-CYB	0.31823835185997584	2.903473632634025e-7	0.993	1	-0.007	4	0	8.657265289027446e-12	1.030121159781463	0.9932757783918786	NA	0.30969840823762684	0.4329037773181206	NA	NA	NA	NA
CTLex	FKBP5	1.0004347252012804	8.844029000256659e-13	0.348	0.171	0.17699999999999996	3	1	2.6370174131601938e-17	1.7574917094482316	1.3846484961160117	NA	0.948024771234421	NA	NA	NA	NA	0.23584258077386788
CTLex	TXNIP	1.0721856644167556	3.81513092864656e-15	0.653	0.537	0.116	3	0	1.1375546927802968e-19	3.0848608680400664	3.113305487123002	NA	0.9073316640846452	NA	NA	NA	NA	NA
CTLex	CCR7	0.5451953780365136	3.567759398443389e-5	0.174	0.061	0.113	3	1	1.0637961114089655e-9	NA	1.019824745719474	NA	0.7469884342071034	0.6756005840289159	NA	0.4597470580818993	NA	NA
CTLex	CNOT6L	0.5544075988669332	1.8621563444184282e-8	0.646	0.55	0.09599999999999996	3	0	5.552377435799475e-13	0.9727667603212132	0.5099064019532613	NA	0.7546587852121334	NA	NA	NA	NA	NA
CTLex	C6orf48	0.45035613362138793	0.00515355864388792	0.412	0.318	0.09399999999999996	3	1	1.5366326685812892e-7	NA	NA	0.4632364384208483	0.4503278544073823	0.6799294107139048	NA	0.4739471726348195	NA	NA
CTLex	IKZF1	0.537865974152391	4.3183375750880944e-8	0.649	0.572	0.07700000000000007	3	1	1.2875954365460357e-12	1.2047027216995203	0.5820479399655918	NA	0.7247713337483574	NA	NA	NA	NA	0.3010773400774114
CTLex	FAM129A	0.520233261928642	8.781204345967547e-5	0.584	0.515	0.06899999999999995	3	1	2.6182850336834473e-9	1.1438817319741643	NA	NA	0.5277072381584855	NA	0.3982916188334378	NA	NA	0.23096307989221887
CTLex	ZFAS1	0.31418562021482765	0.02022081860618378	0.769	0.717	0.05200000000000004	3	1	6.029226133396082e-7	0.7842709213514163	1.089065063573846	0.5407233315250428	NA	NA	NA	0.3429879088663186	NA	NA
CTLex	RPL3	0.2624198399987989	9.29240772634908e-7	0.993	0.989	0.004	3	1	2.7707101575374443e-11	NA	0.5992186446610832	NA	0.6357677789547491	0.5657250904580824	NA	0.3478555916539863	NA	NA
CTLex	RPL10	0.2115174140935636	1.337066693385913e-6	1	1	0	3	2	3.986721609475559e-11	NA	0.3593697751787053	NA	0.22106540060126267	0.3686636415765161	NA	0.37091473064108627	0.32745205141098754	NA
CTLex	MT-CO3	0.33458849250362643	2.3479733018864194e-6	0.998	0.998	0	3	1	7.00093416985634e-11	0.8979078920635972	1.1076102689581386	NA	0.2809343636127064	NA	NA	0.40795061739857985	NA	NA
CTLex	RPS15A	0.18974619811758944	2.6684564784883836e-4	1	1	0	3	1	7.956516424617996e-9	NA	0.2812942732492232	0.2338353986227295	0.2851101908540885	NA	NA	0.2246278884071025	NA	NA
CTLex	RPS2	0.3355338718868719	2.520118747736209e-17	0.999	1	-0.001	3	2	7.514218938923636e-22	NA	0.6610968815084766	NA	0.5527603290851832	0.5191938204580575	NA	0.33690451134587196	0.1890469589666788	NA
CTLex	RPL7A	0.19155030117327332	1.8758761915476895e-4	0.997	0.998	-0.001	3	1	5.5932857998321e-9	NA	0.3719361932199545	NA	0.17448647938384543	0.22254544373612983	NA	0.20302204117801903	NA	NA
CTLex	RPS16	0.2858238790850125	1.377251401329471e-5	0.998	1	-0.002	3	2	4.1065400480931205e-10	NA	0.4581533317701689	NA	0.4448617909308003	0.48423024144555527	NA	0.3860420158872442	0.19442561617562415	NA
CTLex	RPL19	0.17493153433774644	3.121063003824045e-4	0.997	1	-0.003	3	1	9.306049865299198e-9	NA	0.44517824289772623	NA	0.21067681736476196	0.2004639001929016	NA	0.29981973027264974	NA	NA
CTLex	RPS7	0.16094154004500627	0.01739704679678637	0.995	1	-0.005	3	1	5.187264236623046e-7	NA	0.29512171080325356	0.21846533139842972	NA	0.3214358961093797	NA	NA	0.1813271595865391	NA
CTLex	RPS9	0.31191135049728125	8.952085465770854e-13	0.987	0.993	-0.006	3	2	2.6692365274526958e-17	NA	0.5672323904737713	NA	0.3560036956206343	0.5852058077532147	NA	0.33170803218133216	0.15717523000006217	NA
CTLex	MT-ND1	0.350373689968027	6.57916169101875e-4	0.981	0.993	-0.01200000000000001	3	1	1.9617036469135757e-8	0.8006983200758486	0.8431987224120725	NA	NA	0.4002190648910875	NA	0.28031826255819325	NA	NA
CTLex	MT-ND4	0.24195291025747245	0.00975875794246916	0.983	0.998	-0.01500000000000001	3	1	2.9097614474533856e-7	0.7997889705885637	0.9131625409798518	NA	0.35534786707453847	NA	NA	0.39558134361139	NA	NA
CTLex	SYTL3	0.8456688162729249	9.72864542882556e-13	0.389	0.2	0.189	2	1	2.9007828221198517e-17	1.5020876327905763	0.99969468196224065	NA	NA	NA	NA	NA	0.3751066766899249	NA
CTLex	ISG20	0.7665471953480016	2.4677976776483727e-24	0.761	0.594	0.16700000000000004	2	1	7.358213601432324e-29	0.5884083616188425	NA	NA	1.272339272025904	NA	NA	0.7879074007834965	NA	NA
CTLex	PRDM1	0.7051425693777741	1.0116982132583036e-8	0.288	0.132	0.15599999999999997	2	0	3.0165728822777263e-13	1.529633066836488	0.9280933767727038	NA	NA	NA	NA	NA	NA	NA
CTLex	GABPB1-AS1	0.7781521558231491	3.47831609289635e-9	0.404	0.254	0.15000000000000002	2	0	1.0371268688938967e-13	1.349199161642762	0.9179157238488852	NA	NA	NA	NA	NA	NA	NA
CTLex	GIMAP1	0.5766711617653584	6.925781566348815e-10	0.576	0.441	0.13499999999999995	2	1	2.0650550320081153e-14	NA	NA	NA	0.9027533864170652	0.4610972413209308	NA	0.3804030086856278	NA	NA
CTLex	CD7	0.541860263071916	1.242295836589894e-6	0.66	0.537	0.123	2	1	3.7041440652092966e-11	NA	NA	0.6559093627274368	1.2473049359819992	NA	NA	NA	NA	0.45927081660820734
CTLex	IQGAP2	0.5423461472440188	1.6338402953532372e-6	0.512	0.397	0.115	2	0	4.871609205537709e-11	0.7649065806736164	0.6868112373667019	NA	NA	NA	NA	NA	NA	NA
CTLex	ACAP1	0.49097244062291767	7.60601985864602e-5	0.457	0.36	0.09700000000000004	2	0	2.267881167227032e-9	0.9407504413011188	NA	NA	NA	NA	0.4764432094702785	NA	NA	NA
CTLex	CTLA4	0.37432422936923593	0.03300635503127097	0.132	0.053	0.07900000000000001	2	0	9.841479823266437e-7	NA	NA	0.5982748013692039	0.4275166995556935	NA	NA	NA	NA	NA
CTLex	SMCHD1	0.4655127866257218	3.3155958622430097e-4	0.592	0.515	0.07699999999999996	2	1	9.886087012472449e-9	NA	1.0219821655704873	NA	NA	0.44293494489953833	NA	NA	NA	0.18657187357867389
CTLex	GIMAP7	0.40211793255306416	4.394948782708518e-5	0.857	0.82	0.03700000000000003	2	0	1.3104385421636704e-9	NA	NA	NA	1.1238007965608507	0.6876037687314975	NA	NA	NA	NA
CTLex	YWHAB	0.3191540278452005	0.0015560125887935	0.91	0.895	0.01500000000000001	2	1	4.6395509237089286e-8	0.49849797497883497	NA	NA	NA	0.3722068335102473	NA	NA	NA	0.1481773808595852
CTLex	RPL8	0.2393107442536957	3.650099252675789e-5	0.992	0.978	0.01400000000000001	2	1	1.0883473232380547e-9	NA	0.3811828502022898	NA	NA	0.3202865388687881	NA	0.21597901371613792	NA	NA
CTLex	RPS14	0.2620432525679215	3.290237646680927e-12	1	0.998	0.002	2	1	9.81047661363506e-17	NA	0.6901131483015694	NA	0.4050144131871427	NA	NA	0.5633381787117493	NA	NA
CTLex	RPL29	0.18004025475576224	0.00171878906780119	0.994	0.993	0.001	2	1	5.124900315466627e-8	NA	0.5866200531698196	NA	0.3138780413321305	NA	NA	0.4040247675681013	NA	NA
CTLex	RPL13	0.2639841425436167	1.4781506293135618e-13	0.999	1	-0.001	2	1	4.4073905102080074e-18	NA	0.512598585105934	NA	0.34832272333442926	NA	NA	0.3506804340565708	NA	NA
CTLex	RPL13A	0.2081924683086802	0.00948934251762104	0.999	1	-0.001	2	2	2.829430054750148e-7	NA	0.3381582263648957	NA	0.6900155854948764	NA	NA	0.6912686661033058	0.18980873836604317	NA
